,Unnamed: 0,target_id,pval,qval,b,se_b,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq,ens_gene,ext_gene
1255,1256,ZC239.6.1,0.00252352999031803,0.0424800912303296,-4.14119123025531,1.3710258177539199,3.5425398249577498,5.67139187637489,2.68003320724641,-1.55786370802879,0.139534482175303,0.139534482175303,WBGene00022569,ZC239.6
1257,1258,F08G5.1c,0.00253058123582386,0.0424906632963016,-4.11712226483104,1.3634387658212501,4.62108965772262,6.6835886390215595,0.8760737242405758,1.9123741779756698,0.0661301464188479,1.9123741779756698,WBGene00008580,dsb-1
1630,1631,E01F3.1b,0.0053498745285369,0.0693515617148104,-3.98808017724608,1.4318954275046798,1.6814025035149398,5.28420230283259,2.39858687334979,0.676899899613422,0.612348210497322,0.676899899613422,WBGene00008443,pde-3
1170,1171,H24K24.4.1,0.00198033766761559,0.0357560028235666,-3.8499049663474603,1.24464894005091,5.688417940371339,4.2018993136630804,1.2427815025566,1.08094497339818,0.0332704716810766,1.08094497339818,WBGene00019241,H24K24.4
679,680,T12G3.2a.1,0.000357618253996256,0.0111192981532983,-3.79661094610209,1.06361560813785,4.50175577780309,4.59942965307396,1.40220923565513,0.294708007156534,0.0714876742512017,0.294708007156534,WBGene00011738,T12G3.2
1346,1347,C34D4.15a,0.00312693212615273,0.049079851118167,-3.73375863204755,1.2635494941182799,2.18279550808071,3.1836351371677702,1.9874383108870302,-1.79632134654096,0.407397675242823,0.407397675242823,WBGene00000687,col-113
1669,1670,T17H7.4f.2,0.005677207437875521,0.0718761657838336,-3.68006225584247,1.3305286340546598,3.9706094937491696,4.4654819645103,2.3962067286693998,0.25925294038964103,0.10308714793708,0.25925294038964103,WBGene00003936,pat-12
1926,1927,M01A8.1c,0.0085774029609672,0.0941110694362893,-3.62366734028308,1.37863084024448,1.6377136866945299,3.9977581366233794,1.3079637924855803,1.5429706980242,0.63448601199373,1.5429706980242,WBGene00010795,M01A8.1
1978,1979,Y116F11B.12a.2,0.009210262625260559,0.0983994859453683,-3.59062147084665,1.3788078407098303,5.227970257844099,4.75839624062095,1.5280471067106203,1.32361948569376,0.0454599732684933,1.32361948569376,WBGene00001629,gly-4
988,989,K10C3.5b,0.0011668277930694199,0.0249436315432339,-3.5578511980160896,1.0957796755993399,2.8232376168287794,2.9342822047499197,1.5573132490258,-0.663574310784996,0.243786397159079,0.243786397159079,WBGene00010732,K10C3.5
1392,1393,C18D4.6a,0.0034200027789119303,0.0519089151145261,-3.5314806584236003,1.2064256997316398,4.52557664639392,4.36334386715086,0.6023732482616391,1.58082120519784,0.0703681553412974,1.58082120519784,WBGene00007675,C18D4.6
1404,1405,ZC308.1c,0.0034839479500024303,0.0524278373714601,-3.5232469823399,1.2059883588499298,4.2933481379812095,3.38520709236833,1.7266710351305201,0.4549408473918089,0.0825094098185048,0.4549408473918089,WBGene00001596,gld-2
1878,1879,C33D9.1d,0.00802975872055433,0.0903048875684469,-3.49089131975843,1.3169119991270402,2.90469145981429,4.722484862911281,2.37281693355469,-1.35364513836162,0.22856888661248498,0.22856888661248498,WBGene00001366,exc-5
1234,1235,F59E11.8b,0.0023182816097896603,0.0396886057293787,-3.39218508003645,1.11361458535945,1.2513730920986998,3.03698673470491,0.87781132746124,0.9823948396267059,0.867715724959008,0.9823948396267059,WBGene00019114,nhr-194
1281,1282,C49A9.9b,0.00271236315140055,0.044732834719236995,-3.3823403691059304,1.12797874799516,0.925409622421172,2.97551136905573,0.781137629526187,0.8564913753272251,1.12736645436691,1.12736645436691,WBGene00016763,C49A9.9
1443,1444,F46F3.4b,0.0037475617082779397,0.0548716739599172,-3.33627419531177,1.15096958739926,5.5424745519726395,3.5013275393403704,1.9501606055234502,-0.9762495427570409,0.0369358811535861,0.0369358811535861,WBGene00000146,ape-1
1054,1055,T12G3.2c.1,0.00143528933924602,0.0287719876342195,-3.27704669476188,1.02810638872589,3.9497905048232003,4.16295648999453,1.33824813429928,0.24725598550921002,0.104578936337803,0.24725598550921002,WBGene00011738,T12G3.2
1473,1474,Y46H3A.5,0.0040033736644277,0.0574242397469436,-3.2742911058683104,1.1377378988103501,3.55640525749573,3.8707519371339907,0.12245065316744698,1.8192206364166499,0.13812467191342198,1.8192206364166499,WBGene00021601,Y46H3A.5
1025,1026,ZK131.11a,0.0013195001527647801,0.0271912200096546,-3.25323806059609,1.01293193279992,4.28052348907381,3.0131254209821896,0.545690716222437,0.9933559345062319,0.0832493733696352,0.9933559345062319,WBGene00013934,ZK131.11
724,725,C36B1.6b,0.000425899794341144,0.0124040848072699,-3.2404583635562,0.919672379618622,2.5054700952588798,2.77701952328103,0.9546429319859059,0.0318597443389704,0.314052996764162,0.314052996764162,WBGene00007973,C36B1.6
1423,1424,C43G2.4.2,0.0036209882402164204,0.0537632943711209,-3.20234721889235,1.10068194273478,2.601052479514,2.4459439097453597,1.52632548784495,-0.53652052899504,0.29092562074866196,0.29092562074866196,WBGene00016613,best-9
714,715,W02B9.1c.2,0.00040726381582386804,0.0120430473537959,-3.16409799386678,0.894993284326475,4.6370368489316105,2.09042504251392,1.1360607414400201,-0.25867944796647196,0.0654587270442123,0.0654587270442123,WBGene00001980,hmr-1
1925,1926,F01G4.2b.2,0.00857448859086469,0.0941110694362893,-3.08788866391532,1.17474120947651,5.52467371933948,3.0976885308562796,2.03262753511081,-0.275623445646877,0.0373978287527016,0.0373978287527016,WBGene00000181,ard-1
902,903,Y55F3AM.7c,0.000853626881619187,0.0199869691673028,-3.05657204633936,0.9165700422468759,2.7610911642858,2.7481585469956897,0.400390423708091,0.859760539808568,0.256106660083717,0.859760539808568,WBGene00043705,egrh-2
590,591,T10C6.15a,0.0002072862591596,0.00741565715298041,-3.0334426637342995,0.817646803357081,2.9030819449565604,2.0067309816180603,0.24261701498815802,0.7602024275719209,0.22885977685156897,0.7602024275719209,WBGene00050899,T10C6.15
1636,1637,F01F1.5.1,0.00539486270763712,0.0696686451890094,-2.9812828033624,1.07145602290561,5.837467125030731,2.39203958079953,1.69223364180895,-0.127961178652249,0.0297933717221045,0.0297933717221045,WBGene00001057,dpf-4
1792,1793,F59H6.5,0.00706344565276215,0.0832862866588524,-2.94546981236538,1.0934100922022298,1.82709480222745,3.86161526548039,1.24939778025116,0.11509705923578299,0.5439206643433769,0.5439206643433769,WBGene00019136,F59H6.5
555,556,C27A7.8b,0.000158233816149921,0.0060171539116147,-2.92909793385987,0.7753494026928459,3.9937019728713,1.83542741657884,0.0185035807620688,0.8832464636221621,0.1014592329905,0.8832464636221621,WBGene00007758,C27A7.8
554,555,C27A7.8a,0.000158233816149921,0.0060171539116147,-2.92909793385987,0.7753494026928459,3.9937019728713,1.83542741657884,0.0185035807620688,0.8832464636221621,0.1014592329905,0.8832464636221621,WBGene00007758,C27A7.8
432,433,C16C4.15,5.96397611813417e-05,0.002912155821379,-2.87745240856408,0.716812751324422,1.7601759695161798,1.6010565776866998,0.196380486127374,0.16443792639532,0.574350294564557,0.574350294564557,WBGene00015839,math-10
1654,1655,Y55F3AM.7d,0.00555266025390609,0.070936492899297,-2.8760511759667904,1.0371283332135202,3.22664268760023,3.5112917570198796,0.323585062714688,1.28986770661669,0.177464685075273,1.28986770661669,WBGene00043705,egrh-2
3,4,F40B1.1,1.2537900245876e-24,6.627220622463921e-21,-2.8615303489285804,0.27932584807206606,4.753758394680809,2.94954520862073,0.0241215658910274,0.0929128282107407,0.0608199869781751,0.0929128282107407,WBGene00018223,bath-13
1876,1877,C49A9.9a.2,0.008005648940736741,0.0901381186853735,-2.85829570872442,1.07785722387098,1.30658137710688,3.2872036702275897,0.912785856172786,-0.155065660827413,0.8298784364034921,0.8298784364034921,WBGene00016763,C49A9.9
13,14,C08F11.7,1.26801534707784e-17,1.88886150356893e-14,-2.7496871071045095,0.32172993370479497,3.83427042693287,1.9625495350400501,0.0419591107630967,0.039877643256099,0.113306114599441,0.113306114599441,WBGene00007454,C08F11.7
1776,1777,R11F4.2b,0.006850124786048971,0.0815037638443632,-2.73041173685521,1.0097512776434499,0.954653404988015,2.1541630006201697,0.42807035506835295,0.27675372558066996,1.10132610898553,1.10132610898553,WBGene00020008,R11F4.2
64,65,H23L24.5,1.5825900034093e-09,5.14780006801275e-07,-2.68260061922628,0.44445438585911207,4.370361607732041,1.9395563853555602,0.0356206523819361,0.260688899282164,0.0781807773715097,0.260688899282164,WBGene00004052,pme-4
866,867,Y74C10AR.2,0.000766222276765766,0.01869584198116,-2.6582269757181805,0.790029901176575,1.4116673837788103,1.87900915214374,0.17398570491093,0.598032366260947,0.7622351622186729,0.7622351622186729,WBGene00022282,Y74C10AR.2
1606,1607,T04C12.5.1,0.00516845729048716,0.0680395996332507,-2.65497352666184,0.9494449953897321,1.69349408965428,3.0514202131370496,0.470131821616485,0.882036877289427,0.6063575013802571,0.882036877289427,WBGene00000064,act-2
384,385,T10C6.15b,3.69013491183487e-05,0.00202650707638766,-2.5646623046770802,0.6215749427062621,3.16512325445503,1.5583483971136,0.39331247386263296,0.0512284597488755,0.18622064023780602,0.18622064023780602,WBGene00050899,T10C6.15
1661,1662,T07D1.1c,0.0056233347175651,0.0714663289480979,-2.55824555581467,0.9238969952438479,1.5674832046282,2.15595074374095,0.5701313884304211,0.710247098300495,0.6717402935908261,0.710247098300495,WBGene00001551,gcy-31
521,522,F17E9.3,0.000127785269025379,0.00517342415558677,-2.5501798827515896,0.6657236622902671,2.5882333620014597,2.3083785849713503,0.11056687938321101,0.554215112416536,0.29392095323637896,0.554215112416536,WBGene00017540,F17E9.3
1570,1571,C37A5.5,0.00483049595930626,0.0650102966693904,-2.5468968259594504,0.9037557177228391,2.2605222432090097,2.4746501215403303,0.8426150100949721,-0.38562269140213506,0.382546585880115,0.382546585880115,WBGene00014699,C37A5.5
1339,1340,T10B11.7b,0.0030771373637235103,0.0485521755829896,-2.48577210720648,0.8398090939817321,5.9060162195982,2.01804509273371,1.02962153423198,-0.0145857427983065,0.0282974372696451,0.0282974372696451,WBGene00020403,T10B11.7
185,186,T26G10.5,1.5012581181296899e-06,0.00016973850476800003,-2.47100590185712,0.51360858420231,2.75302284176,1.5882356450759199,0.13793740918185698,0.21550743829886101,0.25775325746759603,0.25775325746759603,WBGene00012062,T26G10.5
1995,1996,JC8.5b,0.00936984373495988,0.0992103162767503,-2.42509886836797,0.933356173518491,4.81088143437323,2.13732102980737,1.2480231915028799,-0.10802346250820098,0.0587074284647434,0.0587074284647434,WBGene00010437,cox-11
6,7,Y113G7B.5b,5.783552773959639e-21,1.7468808042832697e-17,-2.3966895342607297,0.25513336381879104,5.4481691639560195,1.7370651836041102,0.0582262614190811,-0.0256116334373985,0.0394132885811562,0.0394132885811562,WBGene00001482,fog-2
621,622,Y113G7B.5a,0.000254207410408419,0.00863993178687334,-2.3957646788088502,0.654941357931874,5.2255708876484,2.2455536263288303,0.5978939277853851,-0.532189567074665,0.0455283457090852,0.0455283457090852,WBGene00001482,fog-2
1101,1102,F28G4.1,0.0016699736954271,0.0320401577517379,-2.3713136895793303,0.754378559446943,4.45885761125443,1.6661522485142901,0.0196279488701299,0.8340025675597379,0.0735728352961621,0.8340025675597379,WBGene00009226,cyp-37B1
601,602,C30D11.1a,0.000220673505346159,0.0077503320988934294,-2.31620830178825,0.627003338178141,3.8514524209110803,2.55666964568346,0.47774276830710405,-0.42570869914083703,0.111957010822694,0.111957010822694,WBGene00006830,unc-103
1882,1883,F11E6.8c,0.008079085472785541,0.0907148720929924,-2.3057509529809503,0.8705063929663129,1.87719384066764,1.57953251560172,0.6144730561219071,0.0398233432296954,0.522199014170926,0.522199014170926,WBGene00008711,F11E6.8
120,121,Y38F2AL.12,1.5032757004595e-07,2.6267568706458802e-05,-2.29161184880823,0.43631816281142205,3.06829790702544,1.7240612205994201,0.08463905040307,0.0718266602758658,0.200921258395632,0.200921258395632,WBGene00219413,Y38F2AL.12
766,767,F10C5.2.1,0.0005130123962054049,0.0141232045481392,-2.19686136714478,0.6323962378049279,7.2448694137072005,1.86884096214433,0.49484674462552103,0.10504075775922,0.0112029546416193,0.10504075775922,WBGene00017328,F10C5.2
489,490,F09B9.1,0.00010613970979427,0.00456120301662654,-2.1519043093201797,0.55517111292549,6.422844876914559,1.05568459448436,0.0024747951025574397,0.459847651837834,0.0193544408537453,0.459847651837834,WBGene00008602,oac-14
79,80,T05F1.10,9.45428332882159e-09,2.49864890526594e-06,-2.1318311504227503,0.37138366914325105,3.38702172026011,1.18502277184606,0.0501678510028754,0.146305353777082,0.156720893556581,0.156720893556581,WBGene00000968,dhs-4
510,511,M106.3b.1,0.000120225471664657,0.00497441711821106,-2.1138883393238403,0.549680699454555,4.697248837161401,0.7961653505328509,0.39021533701242206,-0.301444019764987,0.0630079700168518,0.0630079700168518,WBGene00010911,M106.3
189,190,C08F11.6,1.68139422766658e-06,0.00018636540633558602,-2.10858305484892,0.44035485980656197,3.25316051940298,1.03892686145808,0.11704545801319198,0.0152015071645674,0.173823145819694,0.173823145819694,WBGene00014672,C08F11.6
1460,1461,T23F11.6,0.0038355489418782,0.0555065101150792,-2.09964892921071,0.7261755418199399,4.77114484326133,2.08778273251791,0.0200895744660673,0.7709068018401579,0.0601669143240855,0.7709068018401579,WBGene00011957,T23F11.6
1150,1151,C08E8.3,0.0018931165971244899,0.0347751209496118,-2.0784371583116696,0.6690591665053989,2.03406129771493,1.3741867956553702,0.21179296714573997,0.201160480147874,0.45966728528160794,0.45966728528160794,WBGene00007439,C08E8.3
279,280,C13G3.1,1.15743277294591e-05,0.000871417125295234,-2.07381266916579,0.472884203682762,3.9190567173266397,1.17966498090946,0.0352322218841889,0.30019698325483096,0.106824552898759,0.30019698325483096,WBGene00007553,C13G3.1
133,134,F36A2.14,2.906157085569e-07,4.5854387507601e-05,-2.0554269443216002,0.40071228568029404,3.34276285847923,1.45365685969159,0.0787337197850171,0.124222475508566,0.16212178405767097,0.16212178405767097,WBGene00023490,F36A2.14
262,263,W07A12.6,9.014725001583591e-06,0.0007247084817813,-2.0374084043526297,0.458922298860661,3.1341780861769997,1.26499268808667,0.10919581049760099,0.20671870408973,0.19079335264637198,0.20671870408973,WBGene00012323,oac-54
375,376,C41G11.1b,3.30964352875804e-05,0.00186105832788647,-2.02710464787892,0.48833628356836206,6.28856823210093,0.970169672597307,0.134493902547816,0.223214586226224,0.0212722671607671,0.223214586226224,WBGene00016568,C41G11.1
1457,1458,F35B12.10b,0.0038082735146204704,0.0552577714147335,-2.02363234122292,0.699342533071618,3.2502750296914202,1.1065923158286002,0.544704528707688,0.18891543913685102,0.17421561198548,0.18891543913685102,WBGene00009389,F35B12.10
112,113,F40B1.2,1.0212717851656599e-07,1.91086277466881e-05,-2.0215293470066498,0.379779859879521,3.34812153442089,1.1633690976272,0.054894388535219996,0.103049077831574,0.161454724419943,0.161454724419943,WBGene00018224,bath-18
358,359,C23H3.7,2.80893770651393e-05,0.00165429999801738,-1.96872045213572,0.470038065414302,4.2666863162647095,0.838270169199433,0.020126367575893003,0.311277306831736,0.0840539667772772,0.311277306831736,WBGene00006611,tre-5
1895,1896,W06D4.2,0.00810965660562841,0.0908658074415728,-1.92413236499508,0.726781568412088,1.79129336614429,1.11528255102914,0.18858684194764602,0.603730330327656,0.5599947728067309,0.603730330327656,WBGene00012296,spe-46
231,232,F13B10.2d.1,5.16256231830296e-06,0.000470482996102929,-1.9089422307013,0.41880486128474603,4.68408738455086,0.9019426768588421,0.199563565083988,0.0562254276939435,0.0635327026696141,0.0635327026696141,WBGene00004414,rpl-3
1552,1553,F49F1.7b,0.00459796966797673,0.0625981150611926,-1.90006251636352,0.6704695907273901,2.66549272401834,0.677220388363139,0.39794929241196,-0.148388517587163,0.27634491572327,0.27634491572327,WBGene00018647,F49F1.7
1129,1130,D2030.2b.2,0.0018106734404971898,0.0337295758171207,-1.89446333933217,0.6072683229016851,7.00932884496242,1.21184013458802,0.500909806238,0.0522524177617374,0.0129407594192673,0.0522524177617374,WBGene00008412,D2030.2
318,319,F56B6.4a,1.87449303611692e-05,0.0012445704588453,-1.88819054295481,0.441234174443526,5.3644976205538395,1.0165495303349499,0.0213942151048171,0.270637179940472,0.0416639546578947,0.270637179940472,WBGene00006863,gyg-1
24,25,F13H8.8,3.55813066569778e-14,3.00918226659392e-11,-1.8845862874944699,0.248750742201933,5.93526788300756,0.766433854884655,0.00390761008453836,0.0889077875344801,0.0276801001462814,0.0889077875344801,WBGene00017441,F13H8.8
519,520,F54D8.3b.4,0.000126992684297727,0.00516347370020545,-1.8647970790737,0.48661027622030295,7.34216481527529,0.8171043531065499,0.320754098421041,0.0344302429637581,0.0106415782732271,0.0344302429637581,WBGene00000107,alh-1
978,979,W04G3.13,0.0011097714017415802,0.0239672081174895,-1.8564758136780302,0.569277346605212,2.3535201201107,0.7752658045908609,0.13125129718613301,0.19638302872464197,0.354863748850673,0.354863748850673,WBGene00194793,W04G3.13
1298,1299,C51E3.10c,0.00280541476202537,0.0456619586709026,-1.85426524634814,0.62051008033947,2.6363815214347204,0.9844947544203501,0.16845430475257,0.4090948349517729,0.28283477063271506,0.4090948349517729,WBGene00008255,C51E3.10
1677,1678,T05E12.8,0.00571489103837553,0.0720250028125591,-1.8542192156136499,0.670917546917888,2.00871860383574,0.904899456665379,0.205963526210283,0.0364754634166798,0.469232005933192,0.469232005933192,WBGene00045382,T05E12.8
1142,1143,C27D8.2,0.001866106983229,0.0344623092997083,-1.8408644908081,0.5917744820651271,2.30620351066543,0.833600888967703,0.15661844590426902,0.164426380536328,0.368677110530904,0.368677110530904,WBGene00007778,C27D8.2
349,350,C18D4.6b,2.5725416619453897e-05,0.0015540356673860401,-1.8323142549194198,0.435400770006579,3.75154509445495,1.63713769624024,0.149268020104165,0.13509272567931802,0.12007614638500201,0.13509272567931802,WBGene00007675,C18D4.6
729,730,R04B5.3,0.000430357524028024,0.0124644508637322,-1.83183057755988,0.520298232761026,2.6312220414177,0.941168695979759,0.12206384810952699,0.0665261469714692,0.284001528411844,0.284001528411844,WBGene00011002,nhr-205
1073,1074,C44B12.2b.1,0.00153917206075868,0.0303004794046747,-1.81265342795711,0.572321430689376,6.6710617438058195,0.849462670542821,0.47500280119394706,0.00503721949753932,0.0163249288455538,0.0163249288455538,WBGene00003893,ost-1
1016,1017,F36H5.2a.1,0.00128296758338333,0.0266723536042024,-1.7783262277381102,0.552315932399423,3.8594117082187904,0.6381123467794481,0.346240963196027,-0.16237439993064,0.111338370577339,0.111338370577339,WBGene00018101,math-27
1261,1262,Y51H4A.25d,0.00253934878474429,0.0425431468746819,-1.7339370989741998,0.574415214470082,2.91839562121323,1.10073047423515,0.268821574228025,0.11839131507792099,0.226107683694041,0.226107683694041,WBGene00013119,Y51H4A.25
274,275,C33G8.2,1.0637674596486e-05,0.000814899833309799,-1.72586877701492,0.39190548065931796,3.57566889286694,0.7843303266577659,0.039137652268092,0.191247206388125,0.13619639601942302,0.191247206388125,WBGene00016360,C33G8.2
1719,1720,F22D6.5b,0.00610830681186313,0.0750860063507105,-1.7164367528780002,0.6260003893402271,6.868220143771549,0.7439974181961508,0.57358249883804,-0.252208683806948,0.0142322323431337,0.0142322323431337,WBGene00004186,prpf-4
14,15,C30D11.1f,1.3400616068454802e-17,1.88886150356893e-14,-1.71573987438992,0.20090193701476602,5.203511713976059,0.9359628626212099,0.0143823704137831,0.004659969289309221,0.0461600120306442,0.0461600120306442,WBGene00006830,unc-103
1012,1013,F17H10.2a,0.00126523132326824,0.0264074885171375,-1.71261948577728,0.531250462165948,4.84528733682818,0.9219537177756159,0.0893924122458298,0.33394816808147104,0.0574788585849788,0.33394816808147104,WBGene00008926,F17H10.2
1592,1593,T18D3.7c.1,0.0050309922834846,0.0667735529502291,-1.69718272750818,0.605047031938918,2.48541334377072,0.944244256016068,0.22997711845940302,0.198561006030165,0.319145747827738,0.319145747827738,WBGene00011824,T18D3.7
960,961,M106.3b.2,0.00104000138715077,0.0228811127247958,-1.64782096742184,0.502464747589775,6.96142909436556,0.6509248255987901,0.365347505102251,-0.284690856451479,0.013358728753433002,0.013358728753433002,WBGene00010911,M106.3
344,345,F10D7.3,2.4537349302260397e-05,0.00150374833709476,-1.62357975190925,0.384824490443065,5.503206064121049,1.0452022529129499,0.00591088411929441,0.216223948547853,0.0379586615306515,0.216223948547853,WBGene00017340,F10D7.3
437,438,F07D3.2,6.357614908469549e-05,0.00307414885408944,-1.58789631305846,0.39706058499716,6.99061369054901,0.705436290792337,0.00117933610040819,0.23530632613702201,0.0131015259985389,0.23530632613702201,WBGene00001449,flp-6
136,137,F02E8.6,3.2520289644787396e-07,5.0188064522608706e-05,-1.5794448005041,0.309196531549439,5.95337527763155,0.5802986118224129,0.00296879213135312,0.140434950551952,0.0273043876508678,0.140434950551952,WBGene00003561,ncr-1
447,448,F56H9.2b,6.985532178232121e-05,0.00329676577777593,-1.57594164423974,0.39628604922964705,6.2932594253221295,0.744103276022738,0.0235667919928598,0.211997157228203,0.0212004693587025,0.211997157228203,WBGene00010174,F56H9.2
1165,1166,C30B5.6b,0.00194466374198195,0.0352624575443606,-1.57107706712606,0.507035274023251,2.69497129956106,0.604290240719263,0.11569542817111998,-0.0771902817822318,0.26993172548463,0.26993172548463,WBGene00016247,C30B5.6
1911,1912,B0511.4,0.008374048042617809,0.0926006787474207,-1.5681907045606398,0.5947766879069151,2.2378927312238797,0.5812535409095789,0.14102274696101,0.12269658366109101,0.38961621575527006,0.38961621575527006,WBGene00015230,tag-344
298,299,T07F10.1b,1.51858901088944e-05,0.0010742543826537,-1.5648922880108003,0.361743288327273,6.727567713305629,0.524365015265595,0.0134727974200659,0.182814512554677,0.0156932145183816,0.182814512554677,WBGene00011587,T07F10.1
1665,1666,Y51A2A.9,0.0056251703212549,0.0714663289480979,-1.55062748979678,0.5600225103128371,2.44113967952504,0.499883527613502,0.139741735849191,0.0902384803043629,0.33069608223644703,0.33069608223644703,WBGene00014907,fbxa-117
264,265,C38H2.3,9.309471657253779e-06,0.00074275531792195,-1.52717105001679,0.34453008313188693,4.68783236569337,0.628146410612618,0.0104710822893682,0.16758038498492903,0.0633827887485428,0.16758038498492903,WBGene00008020,C38H2.3
734,735,ZC443.6,0.000436978666079775,0.0125861400679914,-1.5081402024863702,0.42885329007445394,3.38515078240098,0.604636245996654,0.0467448733210062,0.22912784329051997,0.156944289142576,0.22912784329051997,WBGene00013901,ugt-16
1259,1260,R02E12.5,0.00253407428984608,0.0424906632963016,-1.50191895037167,0.497448894721151,2.6877846202439506,0.442925376737215,0.0997023739799924,-0.0208356817403815,0.27148073030895004,0.27148073030895004,WBGene00019829,R02E12.5
763,764,Y51A2D.14.2,0.000507899999785163,0.0140556671406515,-1.49633211237804,0.43040656701703206,4.28633645125401,0.5729636031694311,0.0503340947753369,0.227540624621743,0.0829132945251727,0.227540624621743,WBGene00013081,Y51A2D.14
966,967,M60.7,0.0010608406957699301,0.0231947826583905,-1.46270533822457,0.44678125571852295,4.81509728701555,1.10752789922011,0.0131510054645563,0.28626923022757395,0.0585551845683327,0.28626923022757395,WBGene00019782,M60.7
1426,1427,T24D8.5,0.00363482659953674,0.0537632943711209,-1.4444632921217502,0.49668150206779493,2.66944851383811,0.45578677760851205,0.094563634606963,0.0666266336177005,0.275475137137518,0.275475137137518,WBGene00003740,nlp-2
1627,1628,F53F4.5b,0.00532898370005868,0.0691897088469967,-1.4442934279430801,0.5183285457732211,5.387949210874,0.5859134436884681,0.36196858245601093,-0.251519225120595,0.0410281395890624,0.0410281395890624,WBGene00001479,fmo-4
1454,1455,T08D10.3,0.00379721611908196,0.0551783782857388,-1.4426918846864598,0.49841937031931,2.62199116811293,0.41782732596357397,0.0865312343761477,0.028992718533987,0.286101568688099,0.286101568688099,WBGene00011616,T08D10.3
1421,1422,K08F9.1a,0.0036155289541942703,0.053757474457475,-1.44211451871088,0.49559027869038397,2.7927832803909505,0.6377840699873549,0.118670044414248,0.0274488448006669,0.24974454208437,0.24974454208437,WBGene00010684,K08F9.1
1183,1184,C35A5.2,0.00205439911605548,0.0366859463773319,-1.4322092665009698,0.46466305917640904,2.87980357959723,0.601869413483415,0.0907572480363004,0.22727366224851198,0.233110389808468,0.233110389808468,WBGene00007946,ugt-33
